ph	eClip	exon	RBP	gene_name	delta.psi.c	id	energy	spread	icSHAPE_delta_reactivity	evo_qvalue	n.ph.in.cluster
chr16_24551278_24551453_+	chr16_24551243_24551252_+	chr16_24551516_24552113_+	RBM15	RBBP6	-0.31	342596	-23.1	175		0.36201885395638	43
chr16_24551290_24551524_+	chr16_24551223_24551224_+	chr16_24551516_24552113_+	RBM15	RBBP6	-0.31	342597	-18.7	234		1	43
chr16_24551290_24551524_+	chr16_24551224_24551243_+	chr16_24551516_24552113_+	RBM15	RBBP6	-0.31	342597	-18.7	234		1	43
chr16_24551290_24551524_+	chr16_24551243_24551252_+	chr16_24551516_24552113_+	RBM15	RBBP6	-0.31	342597	-18.7	234		1	43
chr16_24551294_24551809_+	chr16_24551223_24551224_+	chr16_24551841_24552113_+	RBM15	RBBP6	-0.31	342598	-20.9	515		0.412100589198036	55
chr16_24551294_24551809_+	chr16_24551224_24551243_+	chr16_24551841_24552113_+	RBM15	RBBP6	-0.31	342598	-20.9	515		0.412100589198036	55
chr16_24551294_24551809_+	chr16_24551243_24551252_+	chr16_24551841_24552113_+	RBM15	RBBP6	-0.31	342598	-20.9	515		0.412100589198036	55
chr16_24551294_24551809_+	chr16_24551223_24551224_+	chr16_24551904_24552113_+	RBM15	RBBP6	-0.31	342598	-20.9	515		0.412100589198036	55
chr16_24551294_24551809_+	chr16_24551224_24551243_+	chr16_24551904_24552113_+	RBM15	RBBP6	-0.31	342598	-20.9	515		0.412100589198036	55
chr16_24551294_24551809_+	chr16_24551243_24551252_+	chr16_24551904_24552113_+	RBM15	RBBP6	-0.31	342598	-20.9	515		0.412100589198036	55
chr16_24551294_24551809_+	chr16_24551223_24551224_+	chr16_24551817_24552113_+	RBM15	RBBP6	-0.31	342598	-20.9	515		0.412100589198036	55
chr16_24551294_24551809_+	chr16_24551224_24551243_+	chr16_24551817_24552113_+	RBM15	RBBP6	-0.31	342598	-20.9	515		0.412100589198036	55
chr16_24551294_24551809_+	chr16_24551243_24551252_+	chr16_24551817_24552113_+	RBM15	RBBP6	-0.31	342598	-20.9	515		0.412100589198036	55
chr16_24551316_24551833_+	chr16_24551223_24551224_+	chr16_24551841_24552113_+	RBM15	RBBP6	-0.31	342600	-18.2	517		1	57
chr16_24551316_24551833_+	chr16_24551224_24551243_+	chr16_24551841_24552113_+	RBM15	RBBP6	-0.31	342600	-18.2	517		1	57
chr16_24551316_24551833_+	chr16_24551243_24551252_+	chr16_24551841_24552113_+	RBM15	RBBP6	-0.31	342600	-18.2	517		1	57
chr16_24551316_24551833_+	chr16_24551223_24551224_+	chr16_24551904_24552113_+	RBM15	RBBP6	-0.31	342600	-18.2	517		1	57
chr16_24551316_24551833_+	chr16_24551224_24551243_+	chr16_24551904_24552113_+	RBM15	RBBP6	-0.31	342600	-18.2	517		1	57
chr16_24551316_24551833_+	chr16_24551243_24551252_+	chr16_24551904_24552113_+	RBM15	RBBP6	-0.31	342600	-18.2	517		1	57
chr16_24551316_24551469_+	chr16_24551223_24551224_+	chr16_24551516_24552113_+	RBM15	RBBP6	-0.31	342601	-32.1	153		0.0653236370540228	43
chr16_24551316_24551469_+	chr16_24551224_24551243_+	chr16_24551516_24552113_+	RBM15	RBBP6	-0.31	342601	-32.1	153		0.0653236370540228	43
chr16_24551316_24551469_+	chr16_24551243_24551252_+	chr16_24551516_24552113_+	RBM15	RBBP6	-0.31	342601	-32.1	153		0.0653236370540228	43
chr16_24551452_24551834_+	chr16_24551364_24551411_+	chr16_24551841_24552113_+	RBM15	RBBP6	-0.31	342617	-22.4	382		1	52
chr16_24551452_24551834_+	chr16_24551364_24551411_+	chr16_24551904_24552113_+	RBM15	RBBP6	-0.31	342617	-22.4	382		1	52
chr16_24551740_24551838_+	chr16_24551598_24551641_+	chr16_24551841_24552113_+	RBM15	RBBP6	-0.31	342628	-18.6	98		1	35
chr16_24551740_24551838_+	chr16_24551688_24551732_+	chr16_24551841_24552113_+	RBM15	RBBP6	-0.31	342628	-18.6	98		1	35
chr16_24551740_24551838_+	chr16_24551688_24551732_+	chr16_24551841_24552113_+	RBM15	RBBP6	-0.31	342628	-18.6	98		1	35
chr16_24551740_24551838_+	chr16_24551598_24551641_+	chr16_24551904_24552113_+	RBM15	RBBP6	-0.31	342628	-18.6	98		1	35
chr16_24551740_24551838_+	chr16_24551688_24551732_+	chr16_24551904_24552113_+	RBM15	RBBP6	-0.31	342628	-18.6	98		1	35
chr16_47495335_47497818_+	chr16_47495229_47495259_+	chr16_47497810_47497880_+	DDX3X	PHKB	0.36	345617	-17.5	2483		0.733039868437153	1
chr16_47495335_47497818_+	chr16_47495229_47495259_+	chr16_47497810_47497904_+	DDX3X	PHKB	0.34	345617	-17.5	2483		0.733039868437153	1
chr17_25634920_25635858_+	chr17_25635915_25635965_+	chr17_25634770_25634896_+	QKI	WSB1	0.41	375386	-18.5	938		1	38
chr17_25635109_25635928_+	chr17_25635965_25636003_+	chr17_25634770_25635018_+	QKI	WSB1	0.41	375391	-16	819		1	38
chr17_27412665_27416986_-	chr17_27417016_27417036_-	chr17_27412622_27412666_-	GRWD1	MYO18A	0.28	378396	-15.4	4321		0.879334308640884	87
chr17_27412665_27416986_-	chr17_27417036_27417066_-	chr17_27412622_27412666_-	GRWD1	MYO18A	0.28	378396	-15.4	4321		0.879334308640884	87
chr17_30688554_30696980_+	chr17_30696997_30697060_+	chr17_30688487_30688534_+	U2AF2	ZNF207	-0.38	381120	-18.1	8426		0.31421208453118	50
chr17_30688597_30696920_+	chr17_30696997_30697060_+	chr17_30688487_30688534_+	U2AF2	ZNF207	-0.38	381124	-15.8	8323		1	49
chr17_30693776_30697327_+	chr17_30697372_30697376_+	chr17_30693684_30693776_+	CSTF2	ZNF207	0.21	381131	-18.1	3551		0.183309834199841	70
chr17_30693776_30697327_+	chr17_30697376_30697408_+	chr17_30693684_30693776_+	CSTF2	ZNF207	0.21	381131	-18.1	3551		0.183309834199841	70
chr17_30693776_30697327_+	chr17_30697408_30697424_+	chr17_30693684_30693776_+	CSTF2	ZNF207	0.21	381131	-18.1	3551		0.183309834199841	70
chr17_30693776_30697327_+	chr17_30697372_30697376_+	chr17_30693696_30693776_+	CSTF2	ZNF207	0.16	381131	-18.1	3551		0.183309834199841	70
chr17_30693776_30697327_+	chr17_30697376_30697408_+	chr17_30693696_30693776_+	CSTF2	ZNF207	0.16	381131	-18.1	3551		0.183309834199841	70
chr17_30693776_30697327_+	chr17_30697408_30697424_+	chr17_30693696_30693776_+	CSTF2	ZNF207	0.16	381131	-18.1	3551		0.183309834199841	70
chr17_46126230_46128121_+	chr17_46128184_46128226_+	chr17_46126135_46126226_+	DDX3X	NFE2L1	-0.3	398273	-16.8	1891		1	125
chr17_46126230_46128121_+	chr17_46128184_46128226_+	chr17_46126146_46126226_+	DDX3X	NFE2L1	-0.3	398273	-16.8	1891		1	125
chr2_20550448_20550543_-	chr2_20550564_20550605_-	chr2_20550358_20550382_-	CSTF2T	PUM2	-0.3	461008	-21.2	95		1	10
chr2_42488459_42488959_+	chr2_42489018_42489072_+	chr2_42488261_42488434_+	QKI	EML4	-0.18	466769	-16.4	500		0.0771027788943954	7
chr2_42488462_42490198_+	chr2_42490221_42490241_+	chr2_42488261_42488434_+	QKI	EML4	-0.18	466770	-15	1736		0.248256850510068	11
chr2_70452615_70455465_-	chr2_70452510_70452586_-	chr2_70455476_70455594_-	TIA1	C2orf42	0.2	483465	-18.3	2850		1	14
chr2_102477277_102480211_+	chr2_102477113_102477179_+	chr2_102480283_102480513_+	PTBP1	MAP4K4	0.26	488731	-15.3	2934		0.824924546443826	1
chr2_153535508_153535571_-	chr2_153535416_153535445_-	chr2_153535570_153535623_-	QKI	PRPF40A	-0.29	507167	-20.5	63		1	5
chr2_153535508_153535571_-	chr2_153535452_153535506_-	chr2_153535570_153535623_-	QKI	PRPF40A	-0.29	507167	-20.5	63		1	5
chr2_153535508_153535571_-	chr2_153535452_153535506_-	chr2_153535570_153535623_-	QKI	PRPF40A	-0.29	507167	-20.5	63		1	5
chr2_192265190_192267323_+	chr2_192265086_192265141_+	chr2_192267358_192267444_+	U2AF2	MYO1B	-0.39	524804	-17.2	2133		0.948503249555787	5
chr20_34322133_34328457_-	chr20_34322030_34322055_-	chr20_34328447_34328519_-	TIA1	RBM39	0.18	551527	-18.8	6324		1	102
chr20_34322133_34328457_-	chr20_34322055_34322085_-	chr20_34328447_34328519_-	TIA1	RBM39	0.18	551527	-18.8	6324		1	102
chr20_34327311_34328422_-	chr20_34327203_34327232_-	chr20_34328447_34328519_-	TIA1	RBM39	0.18	551566	-19.7	1111		1	85
chr20_34327320_34328023_-	chr20_34327203_34327232_-	chr20_34328021_34328519_-	TIA1	RBM39	0.27	551567	-24.8	703		1	84
chr20_34327477_34328332_-	chr20_34328394_34328474_-	chr20_34327025_34327469_-	PRPF8	RBM39	0.19	551576	-17.7	855		1	81
chr20_34327477_34328332_-	chr20_34328394_34328474_-	chr20_34327315_34327469_-	PRPF8	RBM39	0.3	551576	-17.7	855		1	81
chr20_34327507_34328399_-	chr20_34328474_34328483_-	chr20_34327025_34327469_-	PRPF8	RBM39	0.19	551577	-19.7	892		1	78
chr20_34327507_34328399_-	chr20_34328474_34328483_-	chr20_34327315_34327469_-	PRPF8	RBM39	0.3	551577	-19.7	892		1	78
chr20_34327510_34328663_-	chr20_34328700_34328703_-	chr20_34327025_34327469_-	PRPF8	RBM39	0.19	551579	-24.2	1153		0.495215343777385	81
chr20_34327510_34328663_-	chr20_34328703_34328765_-	chr20_34327025_34327469_-	PRPF8	RBM39	0.19	551579	-24.2	1153		0.495215343777385	81
chr20_34327510_34328663_-	chr20_34328700_34328703_-	chr20_34327315_34327469_-	PRPF8	RBM39	0.3	551579	-24.2	1153		0.495215343777385	81
chr20_34327510_34328663_-	chr20_34328703_34328765_-	chr20_34327315_34327469_-	PRPF8	RBM39	0.3	551579	-24.2	1153		0.495215343777385	81
chr20_34327514_34328329_-	chr20_34328394_34328474_-	chr20_34327025_34327469_-	PRPF8	RBM39	0.19	551582	-20.1	815		1	78
chr20_34327514_34328329_-	chr20_34328394_34328474_-	chr20_34327315_34327469_-	PRPF8	RBM39	0.3	551582	-20.1	815		1	78
chr20_34327548_34328415_-	chr20_34328474_34328483_-	chr20_34327025_34327469_-	PRPF8	RBM39	0.19	551583	-15	867		1	75
chr20_34327548_34328415_-	chr20_34328474_34328483_-	chr20_34327315_34327469_-	PRPF8	RBM39	0.3	551583	-15	867		1	75
chr20_34327548_34328415_-	chr20_34327432_34327529_-	chr20_34328447_34328519_-	SF3A3	RBM39	-0.29	551583	-15	867		1	75
chr20_34327566_34328431_-	chr20_34328474_34328483_-	chr20_34327025_34327469_-	PRPF8	RBM39	0.19	551584	-15.1	865		1	72
chr20_34327566_34328431_-	chr20_34328474_34328483_-	chr20_34327315_34327469_-	PRPF8	RBM39	0.3	551584	-15.1	865		1	72
chr20_34327566_34328431_-	chr20_34327432_34327529_-	chr20_34328447_34328519_-	SF3A3	RBM39	-0.29	551584	-15.1	865		1	72
chr20_34327566_34328431_-	chr20_34327540_34327553_-	chr20_34328447_34328519_-	TIA1	RBM39	0.18	551584	-15.1	865		1	72
chr20_34327712_34328376_-	chr20_34327614_34327620_-	chr20_34328447_34328519_-	TIA1	RBM39	0.18	551586	-17.9	664		1	65
chr20_34327712_34328376_-	chr20_34327644_34327660_-	chr20_34328447_34328519_-	TIA1	RBM39	0.18	551586	-17.9	664		1	65
chr20_34327721_34328422_-	chr20_34327644_34327660_-	chr20_34328447_34328519_-	TIA1	RBM39	0.18	551588	-17.1	701		1	65
chr20_34328528_34330112_-	chr20_34330140_34330175_-	chr20_34328021_34328519_-	NCBP2	RBM39	-0.26	551597	-15.2	1584		1	50
chr20_34328528_34330112_-	chr20_34330140_34330175_-	chr20_34328447_34328519_-	NCBP2	RBM39	-0.25	551597	-15.2	1584		1	50
chr20_62562437_62562470_+	chr20_62562406_62562425_+	chr20_62562462_62562535_+	EFTUD2	DNAJC5	-0.21	559193	-20.1	33		1	1
chr20_62562437_62562470_+	chr20_62562406_62562425_+	chr20_62562462_62562535_+	EFTUD2	DNAJC5	-0.21	559193	-20.1	33		1	1
chr3_9471764_9473444_+	chr3_9473498_9473553_+	chr3_9471609_9471735_+	HNRNPK	SETD5	0.59	573431	-18.4	1680		1	185
chr3_9471764_9473444_+	chr3_9473498_9473553_+	chr3_9471634_9471735_+	HNRNPK	SETD5	0.59	573431	-18.4	1680		1	185
chr3_9471764_9473444_+	chr3_9473498_9473553_+	chr3_9471657_9471735_+	HNRNPK	SETD5	0.59	573431	-18.4	1680		1	185
chr3_9471826_9475538_+	chr3_9475610_9475658_+	chr3_9471511_9471735_+	PRPF8	SETD5	-0.39	573441	-17.5	3712		1	245
chr3_48730854_48731346_-	chr3_48730711_48730763_-	chr3_48731386_48731673_-	U2AF2	IP6K2	0.35	583335	-17.4	492		0.431117576244544	19
chr3_48730854_48731346_-	chr3_48730711_48730763_-	chr3_48731417_48731673_-	U2AF2	IP6K2	0.35	583335	-17.4	492		0.431117576244544	19
chr3_152165068_152173328_+	chr3_152164953_152165013_+	chr3_152173331_152173366_+	RBFOX2	MBNL1	0.42	623729	-15.2	8260		1	108
chr3_156869856_156874785_-	chr3_156869729_156869758_-	chr3_156874800_156874872_-	EFTUD2	CCNL1	0.25	624788	-17.5	4929		1	44
chr3_156869856_156874785_-	chr3_156869758_156869776_-	chr3_156874800_156874872_-	EFTUD2	CCNL1	0.25	624788	-17.5	4929		1	44
chr3_156869856_156874785_-	chr3_156869776_156869841_-	chr3_156874800_156874872_-	EFTUD2	CCNL1	0.25	624788	-17.5	4929		1	44
chr3_156869856_156874785_-	chr3_156869841_156869842_-	chr3_156874800_156874872_-	EFTUD2	CCNL1	0.25	624788	-17.5	4929		1	44
chr3_156869888_156874743_-	chr3_156869776_156869841_-	chr3_156874800_156874872_-	EFTUD2	CCNL1	0.25	624791	-16.5	4855		1	41
chr3_156869888_156874743_-	chr3_156869841_156869842_-	chr3_156874800_156874872_-	EFTUD2	CCNL1	0.25	624791	-16.5	4855		1	41
chr3_156869888_156874743_-	chr3_156869860_156869877_-	chr3_156874800_156874872_-	EFTUD2	CCNL1	0.25	624791	-16.5	4855		1	41
chr4_54257508_54257531_+	chr4_54257442_54257493_+	chr4_54257597_54257665_+	U2AF2	FIP1L1	0.55	645789	-17.3	23		0.320995352123712	4
chr4_54257508_54257531_+	chr4_54257442_54257493_+	chr4_54257597_54257665_+	U2AF2	FIP1L1	0.55	645789	-17.3	23		0.320995352123712	4
chr1_1326889_1328101_-	chr1_1326822_1326826_-	chr1_1328170_1328183_-	SRSF1	CCNL2	-0.45	65	-22.3	1212		0.373608225555552	21
chr4_83292831_83294877_-	chr4_83294908_83294958_-	chr4_83292681_83292737_-	DDX3X	HNRNPD	0.15	651286	-16.2	2046		1	40
chr4_83292831_83294877_-	chr4_83294958_83294980_-	chr4_83292681_83292737_-	DDX3X	HNRNPD	0.15	651286	-16.2	2046		1	40
chr4_83292831_83294877_-	chr4_83294898_83294967_-	chr4_83292681_83292737_-	EIF3D	HNRNPD	0.18	651286	-16.2	2046		1	40
chr4_83346544_83346682_-	chr4_83346429_83346478_-	chr4_83346716_83346820_-	U2AF2	HNRNPDL	0.47	651339	-15.7	138		1	26
chr4_83346544_83346682_-	chr4_83346506_83346531_-	chr4_83346716_83346820_-	U2AF2	HNRNPDL	0.47	651339	-15.7	138		1	26
chr4_83346582_83346659_-	chr4_83346506_83346531_-	chr4_83346716_83346820_-	U2AF2	HNRNPDL	0.47	651340	-15	77		0.384114897175649	25
chr4_83346582_83346659_-	chr4_83346531_83346554_-	chr4_83346716_83346820_-	U2AF2	HNRNPDL	0.47	651340	-15	77		0.384114897175649	25
chr4_83346825_83346891_-	chr4_83346922_83346949_-	chr4_83346716_83346820_-	U2AF2	HNRNPDL	0.47	651347	-21.2	66		1	19
chr4_83346825_83346891_-	chr4_83346922_83346949_-	chr4_83346716_83346820_-	U2AF2	HNRNPDL	0.47	651347	-21.2	66		1	19
chr4_83346825_83346891_-	chr4_83346949_83346962_-	chr4_83346716_83346820_-	U2AF2	HNRNPDL	0.47	651347	-21.2	66		1	19
chr4_83346825_83346891_-	chr4_83346962_83346980_-	chr4_83346716_83346820_-	U2AF2	HNRNPDL	0.47	651347	-21.2	66		1	19
chr4_83346825_83346891_-	chr4_83346980_83347012_-	chr4_83346716_83346820_-	U2AF2	HNRNPDL	0.47	651347	-21.2	66		1	19
chr4_83748522_83752096_-	chr4_83748489_83748508_-	chr4_83752090_83752128_-	PRPF8	SEC31A	0.21	651465	-17.9	3574		0.895553186826831	1
chr4_103747772_103748684_-	chr4_103747729_103747762_-	chr4_103748749_103749105_-	DDX3X	UBE2D3	0.4	654159	-15.2	912		1	116
chr4_103747772_103748684_-	chr4_103747762_103747771_-	chr4_103748749_103749105_-	DDX3X	UBE2D3	0.4	654159	-15.2	912		1	116
chr4_103747772_103748709_-	chr4_103747729_103747762_-	chr4_103748749_103749105_-	DDX3X	UBE2D3	0.4	654160	-18.8	937		1	118
chr4_103747772_103748709_-	chr4_103747762_103747771_-	chr4_103748749_103749105_-	DDX3X	UBE2D3	0.4	654160	-18.8	937		1	118
chr4_103747802_103748728_-	chr4_103747729_103747762_-	chr4_103748749_103749105_-	DDX3X	UBE2D3	0.4	654165	-20.2	926		1	117
chr4_103747802_103748728_-	chr4_103747762_103747771_-	chr4_103748749_103749105_-	DDX3X	UBE2D3	0.4	654165	-20.2	926		1	117
chr4_103747802_103748728_-	chr4_103747771_103747794_-	chr4_103748749_103749105_-	DDX3X	UBE2D3	0.4	654165	-20.2	926		1	117
chr4_103748614_103749007_-	chr4_103748582_103748601_-	chr4_103749101_103749167_-	DDX3X	UBE2D3	0.39	654228	-16.2	393		1	85
chr4_103748614_103749007_-	chr4_103748601_103748605_-	chr4_103749101_103749167_-	DDX3X	UBE2D3	0.39	654228	-16.2	393		1	85
chr4_103748614_103749007_-	chr4_103748582_103748601_-	chr4_103749101_103749186_-	DDX3X	UBE2D3	0.39	654228	-16.2	393		1	85
chr4_103748614_103749007_-	chr4_103748601_103748605_-	chr4_103749101_103749186_-	DDX3X	UBE2D3	0.39	654228	-16.2	393		1	85
chr4_103748614_103749007_-	chr4_103748582_103748601_-	chr4_103749101_103749188_-	DDX3X	UBE2D3	0.39	654228	-16.2	393		1	85
chr4_103748614_103749007_-	chr4_103748601_103748605_-	chr4_103749101_103749188_-	DDX3X	UBE2D3	0.39	654228	-16.2	393		1	85
chr4_103748614_103749007_-	chr4_103748582_103748601_-	chr4_103749101_103749221_-	DDX3X	UBE2D3	0.39	654228	-16.2	393		1	85
chr4_103748614_103749007_-	chr4_103748601_103748605_-	chr4_103749101_103749221_-	DDX3X	UBE2D3	0.39	654228	-16.2	393		1	85
chr4_103748614_103749007_-	chr4_103748582_103748601_-	chr4_103749101_103749316_-	DDX3X	UBE2D3	0.39	654228	-16.2	393		1	85
chr4_103748614_103749007_-	chr4_103748601_103748605_-	chr4_103749101_103749316_-	DDX3X	UBE2D3	0.39	654228	-16.2	393		1	85
chr4_103748617_103749022_-	chr4_103748582_103748601_-	chr4_103749101_103749167_-	DDX3X	UBE2D3	0.39	654229	-24.7	405		1	85
chr4_103748617_103749022_-	chr4_103748601_103748605_-	chr4_103749101_103749167_-	DDX3X	UBE2D3	0.39	654229	-24.7	405		1	85
chr4_103748617_103749022_-	chr4_103748582_103748601_-	chr4_103749101_103749186_-	DDX3X	UBE2D3	0.39	654229	-24.7	405		1	85
chr4_103748617_103749022_-	chr4_103748601_103748605_-	chr4_103749101_103749186_-	DDX3X	UBE2D3	0.39	654229	-24.7	405		1	85
chr4_103748617_103749022_-	chr4_103748582_103748601_-	chr4_103749101_103749188_-	DDX3X	UBE2D3	0.39	654229	-24.7	405		1	85
chr4_103748617_103749022_-	chr4_103748601_103748605_-	chr4_103749101_103749188_-	DDX3X	UBE2D3	0.39	654229	-24.7	405		1	85
chr4_103748617_103749022_-	chr4_103748582_103748601_-	chr4_103749101_103749221_-	DDX3X	UBE2D3	0.39	654229	-24.7	405		1	85
chr4_103748617_103749022_-	chr4_103748601_103748605_-	chr4_103749101_103749221_-	DDX3X	UBE2D3	0.39	654229	-24.7	405		1	85
chr4_103748617_103749022_-	chr4_103748582_103748601_-	chr4_103749101_103749316_-	DDX3X	UBE2D3	0.39	654229	-24.7	405		1	85
chr4_103748617_103749022_-	chr4_103748601_103748605_-	chr4_103749101_103749316_-	DDX3X	UBE2D3	0.39	654229	-24.7	405		1	85
chr4_103748629_103749055_-	chr4_103748582_103748601_-	chr4_103749101_103749167_-	DDX3X	UBE2D3	0.39	654233	-25.7	426		1	81
chr4_103748629_103749055_-	chr4_103748601_103748605_-	chr4_103749101_103749167_-	DDX3X	UBE2D3	0.39	654233	-25.7	426		1	81
chr4_103748629_103749055_-	chr4_103748582_103748601_-	chr4_103749101_103749186_-	DDX3X	UBE2D3	0.39	654233	-25.7	426		1	81
chr4_103748629_103749055_-	chr4_103748601_103748605_-	chr4_103749101_103749186_-	DDX3X	UBE2D3	0.39	654233	-25.7	426		1	81
chr4_103748629_103749055_-	chr4_103748582_103748601_-	chr4_103749101_103749188_-	DDX3X	UBE2D3	0.39	654233	-25.7	426		1	81
chr4_103748629_103749055_-	chr4_103748601_103748605_-	chr4_103749101_103749188_-	DDX3X	UBE2D3	0.39	654233	-25.7	426		1	81
chr4_103748629_103749055_-	chr4_103748582_103748601_-	chr4_103749101_103749221_-	DDX3X	UBE2D3	0.39	654233	-25.7	426		1	81
chr4_103748629_103749055_-	chr4_103748601_103748605_-	chr4_103749101_103749221_-	DDX3X	UBE2D3	0.39	654233	-25.7	426		1	81
chr4_103748629_103749055_-	chr4_103748582_103748601_-	chr4_103749101_103749316_-	DDX3X	UBE2D3	0.39	654233	-25.7	426		1	81
